PatientKontext;Patientidentifikator;Nachname;Vorname;Geburtsname;Geschlecht;Geburtsdatum;Wohnort;PLZ;PatientVerstorben;Todeszeitpunkt;Informationsquelle;LetzterLebendZeitpunkt;IKVersicherung;Versichertennummer
260123452_Bapu;P_0003448;Schmitts_21;Hans;Schulzen_21;m;1951-04-16;Ort_376;37655;nein;;P21;2020-07-11 17:00:00;AOK_300;3002003448
260123452_Bapu;P_0003449;Müllers_10;Grete;Müllers_10;w;1980-07-16;Ort_437;43760;nein;;P21;2020-10-07 17:00:00;BAR_400;4002003449
260123452_Bapu;P_0003450;Schmitts_10;Hans;Schmitts_10;m;2012-12-01;Ort_879;87954;nein;;P21;2020-06-03 17:00:00;BKK_800;8002003450
260123452_Bapu;P_0003451;Müllers_62;Hans;Schmitts_62;m;1933-12-01;Ort_851;85162;nein;;P21;2020-08-05 17:00:00;BKK_800;8002003451
260123452_Bapu;P_0003452;Schmitts_23;Hans;Schulzen_23;m;1960-10-01;Ort_006;05665;nein;;P21;2020-12-06 17:00:00;TKK_900;9002003452
260123452_Bapu;P_0003453;Schmitts_11;Grete;Schmitts_11;w;1945-07-01;Ort_047;45163;nein;;P21;2020-04-03 17:00:00;TKK_900;9002003453
260123452_Bapu;P_0003454;Schmitts_20;Grete;Schmitts_20;w;2017-01-01;Ort_038;20665;nein;;P21;2020-05-03 17:00:00;TKK_900;9002003454
260123452_Bapu;P_0003455;Schulzen_15;Hans;Meyerson_15;m;1937-12-16;Ort_879;87958;nein;;P21;2020-02-15 17:00:00;BKK_800;8002003455
260123452_Bapu;P_0003456;Schulzen_17;Hans;Schulzen_17;m;1952-07-16;Ort_437;43767;nein;;P21;2020-10-13 17:00:00;BAR_400;4002003456
260123452_Bapu;P_0003457;Schmitts_57;Hans;Schulzen_57;m;1954-12-16;Ort_610;89250;nein;;P21;2020-03-11 17:00:00;AOK_600;6002003457
260123452_Bapu;P_0003458;Schulzen_32;Grete;Müllers_32;w;1949-10-16;Ort_637;63768;nein;;P21;2020-10-30 17:00:00;AOK_600;6002003458
260123452_Bapu;P_0003459;Meyerson_24;Grete;Meyerson_24;w;1982-07-16;Ort_437;43769;nein;;P21;2020-11-11 17:00:00;BAR_400;4002003459
260123452_Bapu;P_0003460;Schmitts_10;Hans;Schmitts_10;m;1941-04-01;Ort_037;13764;nein;;P21;2020-08-19 17:00:00;TKK_900;9002003460
260123452_Bapu;P_0003461;Meyerson_94;Hans;Schmitts_94;m;1942-12-01;Ort_646;85162;nein;;P21;2020-01-14 17:00:00;AOK_600;6002003461
260123452_Bapu;P_0003462;Schulzen_18;Grete;Schulzen_18;w;1960-07-01;Ort_437;43766;nein;;P21;2020-03-07 17:00:00;BAR_400;4002003462
260123452_Bapu;P_0003463;Meyerson_10;Hans;Meyerson_10;m;1972-10-01;Ort_637;63769;nein;;P21;2020-09-11 17:00:00;AOK_600;6002003463
260123452_Bapu;P_0003464;Meyerson_19;Hans;Meyerson_19;m;1990-10-01;Ort_637;63761;nein;;P21;;AOK_600;6002003464
260123452_Bapu;P_0003465;Schmitts_12;Grete;Schulzen_12;w;2009-04-16;Ort_037;13765;nein;;P21;2020-07-29 17:00:00;TKK_900;9002003465
260123452_Bapu;P_0003466;Meyerson_22;Hans;Schulzen_22;m;1949-12-16;Ort_892;83767;nein;;P21;2020-07-28 17:00:00;BKK_800;8002003466
260123452_Bapu;P_0003467;Müllers_14;Grete;Müllers_14;w;1950-10-16;Ort_006;05662;nein;;P21;2020-02-22 17:00:00;TKK_900;9002003467
260123452_Bapu;P_0003468;Müllers_18;Grete;Schmitts_18;w;1942-10-16;Ort_637;63762;nein;;P21;2020-02-12 17:00:00;AOK_600;6002003468
260123452_Bapu;P_0003469;Schulzen_21;Hans;Schulzen_21;m;1967-10-16;Ort_637;63767;nein;;P21;2020-07-19 17:00:00;AOK_600;6002003469
260123452_Bapu;P_0003470;Müllers_24;Grete;Müllers_24;w;1963-12-01;Ort_093;87665;nein;;P21;2020-11-24 17:00:00;TKK_900;9002003470
260123452_Bapu;P_0003471;Schmitts_83;Grete;Schulzen_10;w;1982-10-01;Ort_006;05665;nein;;P21;2020-09-03 17:00:00;TKK_900;9002003471
260123452_Bapu;P_0003472;Schmitts_12;Grete;Schmitts_12;w;1987-10-01;Ort_637;63763;nein;;P21;2020-09-14 17:00:00;AOK_600;6002003472
260123452_Bapu;P_0003473;Schmitts_35;Grete;Müllers_35;w;1934-10-01;Ort_637;63765;nein;;P21;2020-06-25 17:00:00;AOK_600;6002003473
260123452_Bapu;P_0003474;Schmitts_16;Hans;Schmitts_16;m;1949-10-01;Ort_839;05664;nein;;P21;2020-12-11 17:00:00;BKK_800;8002003474
260123452_Bapu;P_0003475;Müllers_12;Hans;Müllers_12;m;1988-07-16;Ort_437;43760;nein;;P21;2020-08-14 17:00:00;BAR_400;4002003475
260123452_Bapu;P_0003476;Schmitts_23;Hans;Schmitts_23;m;1942-07-16;Ort_437;43763;nein;;P21;2020-08-09 17:00:00;BAR_400;4002003476
260123452_Bapu;P_0003477;Müllers_66;Hans;Meyerson_66;m;1990-10-16;Ort_637;63769;nein;;P21;2020-02-22 17:00:00;AOK_600;6002003477
260123452_Bapu;P_0003478;Schmitts_21;Grete;Schmitts_21;w;1945-04-16;Ort_038;13864;nein;;P21;2020-09-11 17:00:00;TKK_900;9002003478
260123452_Bapu;P_0003479;Schmitts_22;Grete;Schulzen_22;w;1948-12-16;Ort_337;87852;nein;;P21;2020-08-26 17:00:00;AOK_300;3002003479
260123452_Bapu;P_0003480;Schulzen_17;Grete;Schmitts_17;w;1938-01-01;Ort_237;23761;nein;;P21;2020-02-26 17:00:00;AOK_100;1002003480
260123452_Bapu;P_0003481;Schmitts_69;Hans;Schmitts_69;m;1959-01-01;Ort_237;23764;nein;;P21;2020-10-10 17:00:00;AOK_100;1002003481
260123452_Bapu;P_0003482;Müllers_15;Grete;Schmitts_15;w;1965-01-01;Ort_237;23762;nein;;P21;2020-03-20 17:00:00;AOK_100;1002003482
260123452_Bapu;P_0003483;Schulzen_10;Grete;Schulzen_10;w;1937-04-01;Ort_037;13767;nein;;P21;2020-03-03 17:00:00;TKK_900;9002003483
260123452_Bapu;P_0003484;Schmitts_31;Hans;Schulzen_31;m;2009-04-01;Ort_376;37655;nein;;P21;2020-08-03 17:00:00;AOK_300;3002003484
260123452_Bapu;P_0003485;Müllers_18;Grete;Müllers_18;w;1947-04-16;Ort_037;13760;nein;;P21;2020-05-12 17:00:00;TKK_900;9002003485
260123452_Bapu;P_0003486;Müllers_85;Grete;Müllers_85;w;1970-01-16;Ort_237;23761;nein;;P21;2020-04-16 17:00:00;AOK_100;1002003486
260123452_Bapu;P_0003487;Schmitts_77;Hans;Müllers_77;m;1968-07-16;Ort_437;43764;nein;;P21;2020-12-13 17:00:00;BAR_400;4002003487
260123452_Bapu;P_0003488;Schulzen_23;Grete;Meyerson_23;w;1990-10-16;Ort_846;05668;nein;;P21;2020-09-11 17:00:00;BKK_800;8002003488
260123452_Bapu;P_0003489;Müllers_15;Grete;Schmitts_15;w;1938-07-16;Ort_437;43762;nein;;P21;2020-07-08 17:00:00;BAR_400;4002003489
260123452_Bapu;P_0003490;Schmitts_11;Hans;Schmitts_11;m;1947-01-01;Ort_237;23764;nein;;P21;2020-10-27 17:00:00;AOK_100;1002003490
260123452_Bapu;P_0003491;Meyerson_27;Grete;Schmitts_39;w;2019-01-01;Ort_646;23762;nein;;P21;2020-09-28 17:00:00;AOK_600;6002003491
260123452_Bapu;P_0003492;Schmitts_74;Grete;Schmitts_93;w;1953-07-01;Ort_437;43763;nein;;P21;2020-11-17 17:00:00;BAR_400;4002003492
260123452_Bapu;P_0003493;Schmitts_16;Hans;Schmitts_16;m;1955-12-01;Ort_685;89253;nein;;P21;2020-05-28 17:00:00;AOK_600;6002003493
260123452_Bapu;P_0003494;Müllers_56;Hans;Müllers_15;m;1991-07-01;Ort_437;43760;nein;;P21;2020-02-10 17:00:00;BAR_400;4002003494
260123452_Bapu;P_0003495;Schulzen_95;Hans;Meyerson_95;m;1935-10-16;Ort_637;63768;nein;;P21;2020-02-06 17:00:00;AOK_600;6002003495
260123452_Bapu;P_0003496;Schmitts_14;Grete;Schulzen_14;w;1961-10-16;Ort_637;63765;nein;;P21;2020-08-21 17:00:00;AOK_600;6002003496
260123452_Bapu;P_0003497;Schulzen_15;Hans;Schulzen_15;m;1972-07-16;Ort_878;43767;nein;;P21;2020-12-23 17:00:00;BKK_800;8002003497
260123452_Bapu;P_0003498;Müllers_28;Hans;Müllers_28;m;1963-01-16;Ort_878;21469;nein;;P21;2020-07-26 17:00:00;BKK_800;8002003498
260123452_Bapu;P_0003499;Schmitts_14;Hans;Schmitts_14;m;1961-04-16;Ort_038;13863;nein;;P21;2020-11-21 17:00:00;TKK_900;9002003499
260123452_Bapu;P_0003500;Schulzen_69;Hans;Schmitts_69;m;1974-04-01;Ort_878;13762;nein;;P21;2020-03-07 17:00:00;BKK_800;8002003500
260123452_Bapu;P_0003501;Schmitts_16;Hans;Schmitts_16;m;1942-10-01;Ort_637;63763;nein;;P21;2020-11-17 17:00:00;AOK_600;6002003501
260123452_Bapu;P_0003502;Schulzen_15;Grete;Schulzen_15;w;1948-12-01;Ort_879;87956;nein;;P21;2020-09-01 17:00:00;BKK_800;8001008813
260123452_Bapu;P_0003503;Müllers_65;Hans;Müllers_34;m;1938-01-01;Ort_237;23761;nein;;P21;2020-10-19 17:00:00;AOK_100;1002003503
260123452_Bapu;P_0003504;Müllers_16;Grete;Schmitts_16;w;1997-07-01;Ort_437;43762;nein;;P21;2020-01-18 17:00:00;BAR_400;4002003504
260123452_Bapu;P_0003505;Müllers_10;Grete;Müllers_10;w;1992-04-16;Ort_038;13860;nein;;P21;2020-10-07 17:00:00;TKK_900;9002003505
260123452_Bapu;P_0003506;Schulzen_24;Grete;Schulzen_24;w;1949-10-16;Ort_637;63766;nein;;P21;2020-11-18 17:00:00;AOK_600;6002003506
260123452_Bapu;P_0003507;Schulzen_22;Grete;Meyerson_22;w;2019-12-16;Ort_851;85168;nein;;P21;2020-08-21 17:00:00;BKK_800;8002003507
260123452_Bapu;P_0003508;Müllers_18;Hans;Müllers_18;m;1952-12-16;Ort_244;86554;nein;;P21;2020-03-03 17:00:00;AOK_100;1002003508
260123452_Bapu;P_0003509;Müllers_16;Hans;Schmitts_16;m;2019-12-16;Ort_078;85163;nein;;P21;2020-02-05 17:00:00;TKK_900;9002003509
260123452_Bapu;P_0003510;Schulzen_21;Hans;Meyerson_21;m;1948-04-01;Ort_038;13868;nein;;P21;2020-08-08 17:00:00;TKK_900;9002003510
260123452_Bapu;P_0003511;Schulzen_24;Grete;Schulzen_24;w;1976-12-01;Ort_517;83067;nein;;P21;2020-10-10 17:00:00;DAK_550;5502003511
260123452_Bapu;P_0003512;Schulzen_22;Grete;Schulzen_22;w;2002-04-01;Ort_376;37656;nein;;P21;2020-07-17 17:00:00;AOK_300;3002003512
260123452_Bapu;P_0003513;Müllers_21;Grete;Müllers_21;w;2003-07-01;Ort_838;15177;nein;;P21;2020-09-08 17:00:00;BKK_800;8002003513
260123452_Bapu;P_0003514;Schmitts_58;Grete;Schmitts_58;w;1951-07-01;Ort_437;43764;nein;;P21;2020-09-16 17:00:00;BAR_400;4002003514
260123452_Bapu;P_0003515;Schulzen_53;Grete;Schulzen_20;w;1933-10-16;Ort_637;63767;nein;;P21;2020-03-26 17:00:00;AOK_600;6002003515
260123452_Bapu;P_0003516;Schulzen_24;Hans;Schulzen_24;m;2007-10-16;Ort_522;75866;nein;;P21;2020-10-28 17:00:00;DAK_550;5502003516
260123452_Bapu;P_0003517;Müllers_39;Grete;Schulzen_30;w;1981-12-16;Ort_878;87850;nein;;P21;2020-04-14 17:00:00;BKK_800;8002003517
260123452_Bapu;P_0003518;Schulzen_12;Hans;Schulzen_12;m;1980-04-16;Ort_037;13767;nein;;P21;2020-04-25 17:00:00;TKK_900;9002003518
260123452_Bapu;P_0003519;Schmitts_74;Hans;Schmitts_80;m;2006-12-16;Ort_879;87953;nein;;P21;2020-12-27 17:00:00;BKK_800;8002003519
260123452_Bapu;P_0003520;Schmitts_19;Grete;Schmitts_19;w;1945-10-01;Ort_878;63763;nein;;P21;2020-11-14 17:00:00;BKK_800;8002003520
260123452_Bapu;P_0003521;Meyerson_22;Hans;Meyerson_22;m;1938-01-01;Ort_237;23769;nein;;P21;2020-08-02 17:00:00;AOK_100;1002003521
260123452_Bapu;P_0003522;Schulzen_73;Grete;Meyerson_73;w;1945-04-01;Ort_376;37658;nein;;P21;2020-03-12 17:00:00;AOK_300;3002003522
260123452_Bapu;P_0003523;Schulzen_16;Hans;Schulzen_16;m;1954-10-01;Ort_646;64666;nein;;P21;2020-07-23 17:00:00;AOK_600;6002003523
260123452_Bapu;P_0003524;Schmitts_17;Grete;Schmitts_17;w;1943-12-01;Ort_851;85163;nein;;P21;2020-04-08 17:00:00;BKK_800;8002003524
260123452_Bapu;P_0003525;Müllers_20;Grete;Schmitts_20;w;1936-04-16;Ort_038;13862;nein;;P21;2020-06-01 17:00:00;TKK_900;9002003525
260123452_Bapu;P_0003526;Schulzen_24;Hans;Schulzen_24;m;1964-12-16;Ort_892;89256;nein;;P21;2020-10-02 17:00:00;BKK_800;8002003526
260123452_Bapu;P_0003527;Schulzen_42;Hans;Müllers_21;m;2005-12-16;Ort_892;89252;nein;;P21;2020-08-05 17:00:00;BKK_800;8002003527
260123452_Bapu;P_0003528;Schulzen_22;Grete;Meyerson_22;w;2003-12-16;Ort_851;85168;nein;;P21;2020-08-29 17:00:00;BKK_800;8002003528
260123452_Bapu;P_0003529;Müllers_15;Hans;Müllers_15;m;1976-04-16;Ort_037;13762;nein;;P21;2020-02-11 17:00:00;TKK_900;9002003529
260123452_Bapu;P_0003530;Meyerson_17;Hans;Meyerson_17;m;1946-01-01;Ort_237;23769;nein;;P21;2020-08-06 17:00:00;AOK_100;1002003530
260123452_Bapu;P_0003531;Schulzen_11;Hans;Schulzen_11;m;1948-07-01;Ort_646;43767;nein;;P21;2020-04-14 17:00:00;AOK_600;6002003531
260123452_Bapu;P_0003532;Schulzen_18;Hans;Schulzen_18;m;1971-04-01;Ort_376;37658;nein;;P21;2020-09-10 17:00:00;AOK_300;3002003532
260123452_Bapu;P_0003533;Müllers_68;Grete;Müllers_10;w;1933-07-01;Ort_437;43760;nein;;P21;2020-06-24 17:00:00;BAR_400;4002003533
260123452_Bapu;P_0003534;Schmitts_52;Grete;Schulzen_67;w;1996-04-01;Ort_038;13865;nein;;P21;2020-06-02 17:00:00;TKK_900;9002003534
260123452_Bapu;P_0003535;Meyerson_91;Grete;Schmitts_98;w;1987-04-16;Ort_037;13761;nein;;P21;2020-11-21 17:00:00;TKK_900;9002003535
260123452_Bapu;P_0003536;Schulzen_57;Grete;Müllers_20;w;1947-10-16;Ort_837;63761;nein;;P21;2020-10-29 17:00:00;BKK_800;8002003536
260123452_Bapu;P_0003537;Schulzen_94;Grete;Schulzen_10;w;1946-04-16;Ort_037;13767;nein;;P21;2020-04-01 17:00:00;TKK_900;9002003537
260123452_Bapu;P_0003538;Müllers_61;Grete;Schmitts_83;w;1942-12-16;Ort_851;85162;nein;;P21;2020-12-14 17:00:00;BKK_800;8002003538
260123452_Bapu;P_0003539;Müllers_10;Grete;Müllers_10;w;1949-04-16;Ort_376;37650;nein;;P21;2020-08-02 17:00:00;AOK_300;3002003539
260123452_Bapu;P_0003540;Schmitts_24;Grete;Schulzen_24;w;1962-04-01;Ort_851;13767;nein;;P21;2020-12-24 17:00:00;BKK_800;8002003540
260123452_Bapu;P_0003541;Schmitts_11;Grete;Schmitts_11;w;1943-04-01;Ort_037;13764;nein;;P21;2020-12-22 17:00:00;TKK_900;9002003541
260123452_Bapu;P_0003542;Müllers_62;Grete;Schmitts_62;w;1947-04-01;Ort_038;13868;nein;;P21;2020-06-08 17:00:00;TKK_900;9002003542
260123452_Bapu;P_0003543;Schmitts_16;Grete;Schmitts_16;w;2019-12-01;Ort_878;87853;nein;;P21;2020-06-26 17:00:00;BKK_800;8002003543
260123452_Bapu;P_0003544;Müllers_23;Hans;Müllers_23;m;2007-12-01;Ort_837;83769;nein;;P21;2020-09-12 17:00:00;BKK_800;8002003544
260123452_Bapu;P_0003545;Schmitts_10;Grete;Schmitts_10;w;1985-10-16;Ort_637;63763;nein;;P21;2020-11-02 17:00:00;AOK_600;6002003545
260123452_Bapu;P_0003546;Müllers_18;Grete;Müllers_18;w;1942-10-16;Ort_637;63760;nein;;P21;2020-09-18 17:00:00;AOK_600;6002003546
260123452_Bapu;P_0003547;Schulzen_22;Grete;Schulzen_22;w;1980-10-16;Ort_485;64668;nein;;P21;2020-08-10 17:00:00;BAR_400;4002003547
260123452_Bapu;P_0003548;Schmitts_23;Hans;Schmitts_23;m;1979-10-16;Ort_637;63763;nein;;P21;2020-09-29 17:00:00;AOK_600;6002003548
260123452_Bapu;P_0003549;Müllers_24;Hans;Schmitts_24;m;1969-01-16;Ort_237;23762;nein;;P21;2020-11-14 17:00:00;AOK_100;1002003549
260123452_Bapu;P_0003550;Schmitts_19;Grete;Schmitts_19;w;1951-04-01;Ort_037;13764;nein;;P21;2020-11-23 17:00:00;TKK_900;9002003550
260123452_Bapu;P_0003551;Müllers_34;Grete;Schmitts_79;w;1999-10-01;Ort_485;75862;nein;;P21;;BAR_400;4002003551
260123452_Bapu;P_0003552;Müllers_16;Grete;Müllers_16;w;1964-04-01;Ort_037;13760;nein;;P21;2020-10-11 17:00:00;TKK_900;9002003552
260123452_Bapu;P_0003553;Meyerson_45;Grete;Meyerson_67;w;1932-04-01;Ort_038;13869;nein;;P21;2020-10-21 17:00:00;TKK_900;9002003553
260123452_Bapu;P_0003554;Schulzen_19;Grete;Meyerson_19;w;1934-04-01;Ort_037;13768;nein;;P21;2020-04-14 17:00:00;TKK_900;9002003554
260123452_Bapu;P_0003555;Schulzen_12;Hans;Meyerson_12;m;1941-12-16;Ort_878;87857;nein;;P21;2020-05-30 17:00:00;BKK_800;8002003555
260123452_Bapu;P_0003556;Schmitts_19;Hans;Schmitts_19;m;1927-07-16;Ort_437;43763;nein;;P21;2020-10-18 17:00:00;BAR_400;4002003556
260123452_Bapu;P_0003557;Schmitts_11;Grete;Schulzen_11;w;1948-04-16;Ort_038;13865;nein;;P21;2020-06-13 17:00:00;TKK_900;9002003557
260123452_Bapu;P_0003558;Müllers_21;Hans;Müllers_21;m;1954-12-16;Ort_837;83761;nein;;P21;2020-06-05 17:00:00;BKK_800;8002003558
260123452_Bapu;P_0003559;Meyerson_10;Hans;Meyerson_10;m;1972-12-16;Ort_837;83768;nein;;P21;2020-05-01 17:00:00;BKK_800;8002003559
260123452_Bapu;P_0003560;Müllers_62;Grete;Schulzen_14;w;1960-01-01;Ort_237;23769;nein;;P21;2020-09-29 17:00:00;AOK_100;1002003560
260123452_Bapu;P_0003561;Meyerson_11;Hans;Meyerson_11;m;2017-04-01;Ort_038;13865;nein;;P21;2020-04-22 17:00:00;TKK_900;9002003561
260123452_Bapu;P_0003562;Schmitts_26;Hans;Meyerson_26;m;1947-04-01;Ort_038;13865;nein;;P21;2020-12-18 17:00:00;TKK_900;9002003562
260123452_Bapu;P_0003563;Schmitts_24;Hans;Schmitts_24;m;2004-07-01;Ort_822;45163;nein;;P21;2020-11-12 17:00:00;BKK_800;8002003563
260123452_Bapu;P_0003564;Schulzen_13;Grete;Schulzen_13;w;1962-10-01;Ort_637;63767;nein;;P21;2020-05-25 17:00:00;AOK_600;6002003564
260123452_Bapu;P_0003565;Schulzen_19;Grete;Schulzen_19;w;1941-04-16;Ort_038;13867;nein;;P21;2020-06-30 17:00:00;TKK_900;9002003565
260123452_Bapu;P_0003566;Müllers_41;Hans;Schmitts_17;m;1950-07-16;Ort_437;43762;nein;;P21;2020-12-22 17:00:00;BAR_400;4002003566
260123452_Bapu;P_0003567;Müllers_65;Grete;Schulzen_63;w;1940-01-16;Ort_237;23765;nein;;P21;2020-07-23 17:00:00;AOK_100;1002003567
260123452_Bapu;P_0003568;Schulzen_12;Hans;Schulzen_12;m;1954-12-16;Ort_839;83966;nein;;P21;2020-10-13 17:00:00;BKK_800;8002003568
260123452_Bapu;P_0003569;Schmitts_14;Hans;Schmitts_14;m;1933-04-16;Ort_037;13764;nein;;P21;2020-06-23 17:00:00;TKK_900;9002003569
260123452_Bapu;P_0003570;Schulzen_17;Grete;Schulzen_17;w;1985-04-01;Ort_038;13867;nein;;P21;2020-05-22 17:00:00;TKK_900;9002003570
260123452_Bapu;P_0003571;Schmitts_18;Grete;Schmitts_18;w;1991-12-01;Ort_851;85164;nein;;P21;2020-03-19 17:00:00;BKK_800;8002003571
260123452_Bapu;P_0003572;Müllers_88;Hans;Müllers_88;m;1945-10-01;Ort_637;63760;nein;;P21;2020-07-01 17:00:00;AOK_600;6002003572
260123452_Bapu;P_0003573;Schmitts_19;Grete;Schmitts_19;w;1936-07-01;Ort_437;43764;nein;;P21;2020-05-04 17:00:00;BAR_400;4002003573
260123452_Bapu;P_0003574;Meyerson_28;Grete;Meyerson_28;w;1941-10-01;Ort_637;63769;nein;;P21;2020-11-13 17:00:00;AOK_600;6002003574
260123452_Bapu;P_0003575;Müllers_19;Hans;Schmitts_19;m;1954-07-16;Ort_422;56318;nein;;P21;2020-04-11 17:00:00;BAR_400;4002003575
260123452_Bapu;P_0003576;Schulzen_25;Grete;Schulzen_24;w;2002-04-16;Ort_806;13867;nein;;P21;2020-12-10 17:00:00;BKK_800;8002003576
260123452_Bapu;P_0003577;Müllers_88;Hans;Müllers_88;m;1995-04-16;Ort_376;37656;nein;;P21;2020-04-03 17:00:00;AOK_300;3002003577
260123452_Bapu;P_0003578;Schmitts_14;Hans;Schulzen_14;m;1954-07-16;Ort_437;43765;nein;;P21;2020-06-29 17:00:00;BAR_400;4002003578
260123452_Bapu;P_0003579;Schmitts_20;Grete;Schmitts_20;w;1978-01-16;Ort_693;25684;nein;;P21;2020-04-23 17:00:00;AOK_600;6002003579
260123452_Bapu;P_0003580;Müllers_12;Hans;Müllers_12;m;1967-07-01;Ort_437;43761;nein;;P21;2020-12-19 17:00:00;BAR_400;4002003580
260123452_Bapu;P_0003581;Müllers_56;Hans;Müllers_57;m;1958-12-01;Ort_879;87951;nein;;P21;;BKK_800;8002003581
260123452_Bapu;P_0003582;Schmitts_22;Hans;Schulzen_22;m;2016-04-01;Ort_038;13865;nein;;P21;2020-08-27 17:00:00;TKK_900;9002003582
260123452_Bapu;P_0003583;Schmitts_52;Hans;Schulzen_28;m;1979-07-01;Ort_437;43765;nein;;P21;2020-05-22 17:00:00;BAR_400;4002003583
260123452_Bapu;P_0003584;Schmitts_18;Grete;Schmitts_18;w;1965-04-01;Ort_037;13763;nein;;P21;2020-11-17 17:00:00;TKK_900;9002003584
260123452_Bapu;P_0003585;Meyerson_88;Grete;Meyerson_88;w;1969-12-16;Ort_879;87959;nein;;P21;2020-08-25 17:00:00;BKK_800;8002003585
260123452_Bapu;P_0003586;Schmitts_18;Grete;Schulzen_18;w;1939-12-16;Ort_837;83765;nein;;P21;2020-03-14 17:00:00;BKK_800;8002003586
260123452_Bapu;P_0003587;Müllers_21;Hans;Müllers_21;m;1946-01-16;Ort_237;23761;nein;;P21;2020-07-11 17:00:00;AOK_100;1002003587
260123452_Bapu;P_0003588;Schulzen_13;Hans;Schulzen_13;m;1944-04-16;Ort_038;13866;nein;;P21;2020-11-12 17:00:00;TKK_900;9002003588
260123452_Bapu;P_0003589;Schmitts_85;Hans;Müllers_20;m;1938-12-16;Ort_054;81460;nein;;P21;2020-11-08 17:00:00;TKK_900;9002003589
260123452_Bapu;P_0003590;Schulzen_23;Hans;Meyerson_23;m;1985-12-01;Ort_676;85160;nein;;P21;2020-11-11 17:00:00;AOK_600;6002003590
260123452_Bapu;P_0003591;Schulzen_19;Grete;Meyerson_19;w;1953-07-01;Ort_065;57664;nein;;P21;2020-03-26 17:00:00;TKK_900;9002003591
260123452_Bapu;P_0003592;Schmitts_13;Grete;Schmitts_13;w;1954-12-01;Ort_429;83763;nein;;P21;2020-08-19 17:00:00;BAR_400;4002003592
260123452_Bapu;P_0003593;Schmitts_65;Grete;Schmitts_64;w;2011-10-01;Ort_806;63763;nein;;P21;2020-04-19 17:00:00;BKK_800;8002003593
260123452_Bapu;P_0003594;Meyerson_61;Hans;Meyerson_85;m;2004-04-01;Ort_038;13860;nein;;P21;2020-12-12 17:00:00;TKK_900;9002003594
260123452_Bapu;P_0003595;Müllers_20;Grete;Müllers_20;w;1964-12-16;Ort_836;88955;nein;;P21;2020-08-09 17:00:00;BKK_800;8002003595
260123452_Bapu;P_0003596;Schmitts_16;Hans;Schulzen_16;m;2017-04-16;Ort_851;13768;nein;;P21;2020-12-03 17:00:00;BKK_800;8002003596
260123452_Bapu;P_0003597;Müllers_13;Hans;Müllers_13;m;1948-10-16;Ort_006;05660;nein;;P21;2020-10-01 17:00:00;TKK_900;9002003597
260123452_Bapu;P_0003598;Schulzen_21;Hans;Meyerson_21;m;1935-10-16;Ort_637;63768;nein;;P21;2020-06-17 17:00:00;AOK_600;6002003598
260123452_Bapu;P_0003599;Schulzen_83;Hans;Meyerson_83;m;1953-12-16;Ort_823;83468;nein;;P21;2020-08-21 17:00:00;BKK_800;8002003599
260123452_Bapu;P_0003600;Schmitts_12;Grete;Schmitts_12;w;2014-04-01;Ort_038;13765;nein;;P21;2020-05-24 17:00:00;TKK_900;9002003600
260123452_Bapu;P_0003601;Schmitts_13;Hans;Schmitts_13;m;1960-04-01;Ort_038;13864;nein;;P21;2020-08-04 17:00:00;TKK_900;9002003601
260123452_Bapu;P_0003602;Schmitts_95;Hans;Schmitts_29;m;2018-12-01;Ort_879;87953;nein;;P21;2020-03-26 17:00:00;BKK_800;8002003602
260123452_Bapu;P_0003603;Müllers_21;Hans;Müllers_21;m;1935-10-01;Ort_006;05661;nein;;P21;2020-06-05 17:00:00;TKK_900;9002003603
260123452_Bapu;P_0003604;Schmitts_18;Hans;Schmitts_18;m;1951-12-01;Ort_837;83764;nein;;P21;2020-12-06 17:00:00;BKK_800;8002003604
260123452_Bapu;P_0003605;Schulzen_90;Grete;Müllers_26;w;2016-10-16;Ort_637;63768;nein;;P21;2020-01-10 17:00:00;AOK_600;6002003605
260123452_Bapu;P_0003606;Müllers_13;Grete;Schmitts_13;w;1974-12-16;Ort_851;85162;nein;;P21;2020-07-04 17:00:00;BKK_800;8002003606
260123452_Bapu;P_0003607;Müllers_10;Grete;Müllers_10;w;2010-04-16;Ort_376;37650;nein;;P21;2020-01-06 17:00:00;AOK_300;3002003607
260123452_Bapu;P_0003608;Schmitts_25;Grete;Müllers_25;w;1934-04-16;Ort_237;13762;nein;;P21;2020-12-24 17:00:00;AOK_100;1002003608
260123452_Bapu;P_0003609;Schmitts_55;Hans;Schmitts_55;m;1998-10-16;Ort_637;63763;nein;;P21;2020-06-04 17:00:00;AOK_600;6002003609
260123452_Bapu;P_0003610;Müllers_16;Grete;Müllers_16;w;1942-04-01;Ort_038;13860;nein;;P21;2020-01-29 17:00:00;TKK_900;9002003610
260123452_Bapu;P_0003611;Müllers_10;Hans;Schmitts_10;m;1973-04-01;Ort_037;13762;nein;;P21;2020-12-18 17:00:00;TKK_900;9002003611
260123452_Bapu;P_0003612;Schmitts_14;Grete;Schmitts_14;w;2006-01-01;Ort_317;21463;nein;;P21;2020-10-07 17:00:00;AOK_300;3002003612
260123452_Bapu;P_0003613;Schulzen_12;Grete;Meyerson_12;w;1933-10-01;Ort_637;63768;nein;;P21;2020-12-29 17:00:00;AOK_600;6002003613
